LOINC #,Short Name,Long Common Name,CLASS,Rank
47562-4,Arginine DBS-sCnc,Arginine [Moles/volume] in Dried blood spot,Chem,3000
53398-4,Arginine/Phe DBS-sRto,Arginine/Phenylalanine [Molar ratio] in Dried blood spot,Chem,3000
53062-6,Argininosuccinate DBS-sCnc,Argininosuccinate [Moles/volume] in Dried blood spot,Chem,3000
53200-2,Argininosuccinate/Arginine DBS-sRto,Argininosuccinate/Arginine [Molar ratio] in Dried blood spot,Chem,3000
38478-4,Biotinidase DBS Ql,Biotinidase [Presence] in Dried blood spot,Chem,3000
75217-0,Biotinidase DBS-cCnc,Biotinidase [Enzymatic activity/volume] in Dried blood spot,Chem,3000
38479-2,BCKAD DBS Ql,Branched chain keto-acid dehydrogenase complex [Presence] in Dried blood spot,Chem,3000
38481-8,Carnitine Free DBS-sCnc,Carnitine free (C0) [Moles/volume] in Dried blood spot,Chem,3000
53236-6,C0+C2+C3+C16+C18/Cit DBS-sRto,Carnitine.free (C0)+Acetylcarnitine (C2)+Propionylcarnitine (C3)+Palmitoylcarnitine (C16)+Oleoylcarnitine (C18:1)+Stearoylcarnitine (C18)/Citrulline [Molar ratio] in Dried blood spot,Chem,3000
73700-7,CCHD NBS interp,CCHD newborn screening interpretation,Chem,3000
73697-5,CCHD NBS used Patient,CCHD newborn screening protocol used [Type],Chem,3000
54083-1,CFTR Mut Anal DBS,CFTR gene mutations found [Identifier] in Dried blood spot Nominal,Chem,3000
14463-4,C trach Cvx Ql Cult,Chlamydia trachomatis [Presence] in Cervix by Organism specific culture,MICRO,3000
14464-2,C trach Vag Ql Cult,Chlamydia trachomatis [Presence] in Vaginal fluid by Organism specific culture,MICRO,3000
14465-9,C trach Urth Ql Cult,Chlamydia trachomatis [Presence] in Urethra by Organism specific culture,MICRO,3000
45094-0,C trach Conjunct Ql Cult,Chlamydia trachomatis [Presence] in Conjunctival specimen by Organism specific culture,MICRO,3000
80367-6,C trach Rectum Ql Cult,Chlamydia trachomatis [Presence] in Rectum by Organism specific culture,MICRO,3000
70164-9,C trach+GC pnl Vag PCR,Chlamydia trachomatis+Neisseria gonorrhoeae DNA [Presence] in Urine by Probe and target amplification method,PANEL.MICRO,3000
6351-1,C trach Ag Conjunct Ql IF,Chlamydia trachomatis Ag [Presence] in Conjunctival specimen by Immunofluorescence,MICRO,3000
45084-1,C trach DNA Vag Ql PCR,Chlamydia trachomatis and Neisseria gonorrhoeae rRNA panel - Vaginal fluid by Probe and target amplification method,MICRO,3000
45086-6,C trach DNA Nph Ql PCR,Chlamydia trachomatis DNA [Presence] in Nasopharynx by Probe and target amplification method,MICRO,3000
80363-5,C trach DNA Rectum Ql PCR,Chlamydia trachomatis DNA [Presence] in Rectum by Probe and target amplification method,MICRO,3000
53926-2,C trach rRNA Vag Ql PCR,Chlamydia trachomatis rRNA [Presence] in Vaginal fluid by Probe and target amplification method,MICRO,3000
57288-3,C trach rRNA Nph Ql PCR,Chlamydia trachomatis rRNA [Presence] in Nasopharynx by Probe and target amplification method,MICRO,3000
80364-3,C trach rRNA Rectum Ql PCR,Chlamydia trachomatis rRNA [Presence] in Rectum by Probe and target amplification method,MICRO,3000
80360-1,C trach+GC rRNA Ur Ql PCR,Chlamydia trachomatis+Neisseria gonorrhoeae rRNA [Presence] in Urine by Probe and target amplification method,MICRO,3000
80361-9,C trach+GC rRNA Cvx Ql PCR,Chlamydia trachomatis+Neisseria gonorrhoeae rRNA [Presence] in Cervix by Probe and target amplification method,MICRO,3000
80362-7,C trach+GC rRNA Vag Ql PCR,Chlamydia trachomatis+Neisseria gonorrhoeae rRNA [Presence] in Vaginal fluid by Probe and target amplification method,MICRO,3000
80365-0,C trach+GC rRNA Rectum Ql PCR,Chlamydia trachomatis+Neisseria gonorrhoeae rRNA [Presence] in Rectum by Probe and target amplification method,MICRO,3000
2077-6,Chloride Sweat-sCnc,Chloride [Moles/volume] in Sweat,Chem,3000
42892-0,Citrulline DBS-sCnc,Citrulline [Moles/volume] in Dried blood spot,Chem,3000
54092-2,Citrulline/Arginine DBS-sRto,Citrulline/Arginine [Molar ratio] in Dried blood spot,Chem,3000
53157-4,Citrulline/Phe DBS-sRto,Citrulline/Phenylalanine [Molar ratio] in Dried blood spot,Chem,3000
53399-2,Citrulline/Tyr DBS-sRto,Citrulline/Tyrosine [Molar ratio] in Dried blood spot,Chem,3000
57838-5,Confirm dRVVT,dRVVT W excess phospholipid (LA confirm),COAG,3000
68916-6,Confirm dRVVT/normal,dRVVT W excess phospholipid actual/?normal (normalized LA confirm),COAG,3000
50410-0,dRVVT screen to confirm ratio,dRVVT/?dRVVT W excess phospholipid (screen to confirm ratio),COAG,3000
6683-7,Reptilase time,Reptilase time,COAG,3000
68326-8,Reptilase time/normal,Reptilase time actual/?Normal,COAG,3000
34571-0,Screen aPTT,aPTT.lupus sensitive (LA screen),COAG,3000
48022-8,Screen aPTT/normal,aPTT.lupus sensitive actual/?normal (normalized LA screen),COAG,3000
75507-4,aPTT % correction,aPTT.lupus sensitive W excess phospholipid percent correction,COAG,3000
75510-8,Mixing aPTT,aPTT.lupus sensitive with 1:1 PNP (LA mix),COAG,3000
75509-0,Mixing aPTT/normal,aPTT.lupus sensitive with 1:1 PNP actual/?Normal (normalized LA mix),COAG,3000
75506-6,Confirm aPTT,aPTT.lupus sensitive W excess phospholipid (LA confirm),COAG,3000
75508-2,Confirm aPTT/normal,aPTT.lupus sensitive W excess phospholipid actual/?Normal (normalized LA confirm),COAG,3000
75884-7,aPTT screen to confirm ratio,aPTT.lupus sensitive/?aPTT.lupus sensitive W excess phospholipid (screen to confirm ratio),COAG,3000
68325-0,Thrombin time/normal,Thrombin time actual/?Normal,COAG,3000
5894-1,Prothrombin time/nomal,Prothrombin time (PT) actual/?Normal,COAG,3000
53346-3,Cortis DBS-sCnc,Cortisol [Moles/volume] in Dried blood spot,Chem,3000
46769-6,Cystic Fibrosis DBS-Imp,Cystic fibrosis newborn screen interpretation,Chem,3000
45197-1,Decanoylcarn DBS-sCnc,Decanoylcarnitine (C10) [Moles/volume] in Dried blood spot,Chem,3000
45198-9,Decenoylcarn DBS-sCnc,Decenoylcarnitine (C10:1) [Moles/volume] in Dried blood spot,Chem,3000
45199-7,Dodecanoylcarn DBS-sCnc,Dodecanoylcarnitine (C12) [Moles/volume] in Dried blood spot,Chem,3000
45200-3,Dodecenoylcarn DBS-sCnc,Dodecenoylcarnitine (C12:1) [Moles/volume] in Dried blood spot,Chem,3000
75511-6,dRVVT % correction,dRVVT W excess phospholipid percent correction,COAG,3000
46735-7,Endocrine Disorders DBS-Imp,Endocrine disorders newborn screen interpretation,Chem,3000
46736-5,FOD DBS-Imp,Fatty acid oxidation defects newborn screen interpretation,Chem,3000
64121-7,5th most predominant Hb DBS,Fifth most predominant hemoglobin in Dried blood spot,Chem,3000
64120-9,4th most predominant Hb DBS,Fourth most predominant hemoglobin in Dried blood spot,Chem,3000
54085-6,Galactose DBS-sCnc,Galactose [Moles/volume] in Dried blood spot,Chem,3000
33288-2,Gal1PUT DBS Ql,Galactose 1 phosphate uridyl transferase [Presence] in Dried blood spot,Chem,3000
42906-8,Gal1PUT DBS-cCnc,Galactose 1 phosphate uridyl transferase [Enzymatic activity/volume] in Dried blood spot,Chem,3000
46737-3,Galactosemias DBS-Imp,Galactosemias newborn screen interpretation,Chem,3000
53183-0,Glut+3OHdecanoylcarn DBS-sCnc,Glutarylcarnitine (C5-DC)+3-Hydroxydecanoylcarnitine (C10-OH) [Moles/volume] in Dried blood spot,Chem,3000
53184-8,Glut+3OHdecanoylcarn/C5OH DBS-sRto,Glutarylcarnitine (C5-DC)+3-Hydroxydecanoylcarnitine (C10-OH)/3-Hydroxyisovalerylcarnitine (C5-OH) [Molar ratio] in Dried blood spot,Chem,3000
53403-2,Glut+3OHdecanoylcarn/C4 DBS-sRto,Glutarylcarnitine (C5-DC)+3-Hydroxydecanoylcarnitine (C10-OH)/Butyrylcarnitine+Isobutyrylcarnitine (C4) [Molar ratio] in Dried blood spot,Chem,3000
53185-5,Glut+3OHdecanoylcarn/C8 DBS-sRto,Glutarylcarnitine (C5-DC)+3-Hydroxydecanoylcarnitine (C10-OH)/Octanoylcarnitine (C8) [Molar ratio] in Dried blood spot,Chem,3000
53186-3,Glut+3OHdecanoylcarn/C16 DBS-sRto,Glutarylcarnitine (C5-DC)+3-Hydroxydecanoylcarnitine (C10-OH)/Palmitoylcarnitine (C16) [Molar ratio] in Dried blood spot,Chem,3000
67710-4,Glut+3OHhexanoylcarn DBS-sCnc,Glutarylcarnitine (C5-DC)+3-Hydroxyhexanoylcarnitine (C6-OH) [Moles/volume] in Dried blood spot,Chem,3000
67711-2,Glut+3OHhexanoylcarn/C8 DBS-sRto,Glutarylcarnitine (C5-DC)+3-Hydroxyhexanoylcarnitine (C6-OH)/Octanoylcarnitine (C8) [Molar ratio] in Dried blood spot,Chem,3000
67701-3,Glut+3OHhexanoylcarn/C16 DBS-sRto,Glutarylcarnitine (C5-DC)+3-Hydroxyhexanoylcarnitine (C6-OH)/Palmitoylcarnitine (C16) [Molar ratio] in Dried blood spot,Chem,3000
46740-7,Hemoglobin disorders DBS-Imp,Hemoglobin disorders newborn screen interpretation,Chem,3000
64122-5,Hb pres ID based on avail contr DBS,Hemoglobins that can be presumptively identified based on available controls in Dried blood spot,Chem,3000
45211-0,Hexanoylcarn DBS-sCnc,Hexanoylcarnitine (C6) [Moles/volume] in Dried blood spot,Chem,3000
38486-7,Homocystine DBS Ql,Homocystine [Presence] in Dried blood spot,Chem,3000
19111-4,Mother's hospital #,Mother's hospital number,CLIN,3000
45216-9,Isovaleryl+MeButyrylcarn DBS-sCnc,Isovalerylcarnitine+Methylbutyrylcarnitine (C5) [Moles/volume] in Dried blood spot,Chem,3000
53239-0,Isovaleryl+MeButyrylcarn/C2 DBS-sRto,Isovalerylcarnitine+Methylbutyrylcarnitine (C5)/Acetylcarnitine (C2) [Molar ratio] in Dried blood spot,Chem,3000
53238-2,Isovaleryl+MeButyrylcarn/C0 DBS-sRto,Isovalerylcarnitine+Methylbutyrylcarnitine (C5)/Carnitine.free (C0) [Molar ratio] in Dried blood spot,Chem,3000
53401-6,Isovaleryl+MeButyrylcarn/C8 DBS-sRto,Isovalerylcarnitine+Methylbutyrylcarnitine (C5)/Octanoylcarnitine (C8) [Molar ratio] in Dried blood spot,Chem,3000
53240-8,Isovaleryl+MeButyrylcarn/C3 DBS-sRto,Isovalerylcarnitine+Methylbutyrylcarnitine (C5)/Propionylcarnitine (C3) [Molar ratio] in Dried blood spot,Chem,3000
45217-7,Linoleoylcarn DBS-sCnc,Linoleoylcarnitine (C18:2) [Moles/volume] in Dried blood spot,Chem,3000
46779-5,M/SCHADD DBS-Imp,Medium/Short chain acyl-CoA dehydrogenase deficiency newborn screen interpretation,Chem,3000
47700-0,Methionine DBS-sCnc,Methionine [Moles/volume] in Dried blood spot,Chem,3000
53397-6,Methionine/Aile+Ile+Leu+Hyp DBS-sRto,Methionine/Alloisoleucine+Isoleucine+Leucine+Hydroxyproline [Molar ratio] in Dried blood spot,Chem,3000
53156-6,Methionine/Phe DBS-sRto,Methionine/Phenylalanine [Molar ratio] in Dried blood spot,Chem,3000
53187-1,MeGlutarylcarn DBS-sCnc,Methylglutarylcarnitine (C6-DC) [Moles/volume] in Dried blood spot,Chem,3000
45222-7,Me-malonylcarn DBS-sCnc,Methylmalonylcarnitine (C4-DC) [Moles/volume] in Dried blood spot,Chem,3000
53181-4,Me-malonylcarn/C5OH DBS-sRto,Methylmalonylcarnitine (C4-DC)/3-Hydroxyisovalerylcarnitine (C5-OH) [Molar ratio] in Dried blood spot,Chem,3000
67709-6,C4-DC+C5-OH DBS-sCnc,Methylmalonylcarnitine (C4-DC)+3-Hydroxyisovalerylcarnitine (C5-OH) [Moles/volume] in Dried blood spot,Chem,3000
64117-5,Most predominant Hb DBS,Most predominant hemoglobin in Dried blood spot,Chem,3000
30099-6,N gonorrhoea Conjunct Ql Cult,Neisseria gonorrhoeae [Presence] in Conjunctival specimen by Organism specific culture,MICRO,3000
688-2,N gonorrhoea Cvx Ql Cult,Neisseria gonorrhoeae [Presence] in Cervix by Organism specific culture,MICRO,3000
693-2,N gonorrhoea Vag Ql Cult,Neisseria gonorrhoeae [Presence] in Vaginal fluid by Organism specific culture,MICRO,3000
697-3,N gonorrhoea Urth Ql Cult,Neisseria gonorrhoeae [Presence] in Urethra by Organism specific culture,MICRO,3000
80368-4,N gonorrhoea Rectum Ql Cult,Neisseria gonorrhoeae [Presence] in Rectum by Organism specific culture,MICRO,3000
21415-5,N gonorrhoea DNA Urth Ql PCR,Neisseria gonorrhoeae DNA [Presence] in Urethra by Probe and target amplification method,MICRO,3000
32705-6,N gonorrhoea DNA Vag Ql PCR,Neisseria gonorrhoeae Ag [Presence] in Genital specimen,MICRO,3000
53879-3,N gonorrhoea rRNA Vag Ql PCR,Neisseria gonorrhoeae Ag [Presence] in Urethra,MICRO,3000
57289-1,N gonorrhoea rRNA Nph Ql PCR,Neisseria gonorrhoeae rRNA [Presence] in Nasopharynx by Probe and target amplification method,MICRO,3000
80366-8,N gonorrhoea rRNA Rectum Ql PCR,Neisseria gonorrhoeae rRNA [Presence] in Rectum by Probe and target amplification method,MICRO,3000
43384-7,Neisseria Urth Cult,Neisseria sp identified in Urethra by Organism specific culture,MICRO,3000
80369-2,Neisseria Rectum Cult,Neisseria sp identified in Rectum by Organism specific culture,MICRO,3000
54108-6,NB hearing scn Ear-L,Newborn hearing screen of Ear - left,Chem,3000
54109-4,NB hearing scn Ear-R,Newborn hearing screen of Ear - right,Chem,3000
54106-0,NB hearing scn meth,Newborn hearing screen method,Chem,3000
49544-0,NB screen recommended f/u Patient-Imp,Newborn screening recommended follow-up [interpretation],Chem,3000
77018-0,Noninv fet 13+18+21 aneu pnl cfDNA seq,Noninvasive prenatal fetal 13 and 18 and 21 aneuploidy panel - Plasma cell-free DNA by Sequencing ,PANEL.MOLPATH,3000
77019-8,Noninv fet 18+21 aneu pnl Plas.cfDNA Seq,Noninvasive prenatal fetal 18 and 21 aneuploidy panel - Plasma cell-free DNA by Sequencing ,PANEL.MOLPATH,3000
75547-0,NIP aneu microdel pnl WBC.DNA+cfDNA,Noninvasive prenatal fetal aneuploidy and microdeletion panel based on Plasma cell-free+WBC DNA by Dosage of chromosome-specific circulating cell free (ccf) DNA,PANEL.MOLPATH,3000
73967-2,NPT fetal anpldy Pnl Plas.cfDNA,Noninvasive prenatal fetal aneuploidy test panel - Plasma cell-free DNA,PANEL.MOLPATH,3000
53175-6,Octanoylcarn DBS-sCnc,Octanoylcarnitine (C8) [Moles/volume] in Dried blood spot,Chem,3000
53176-4,Octanoylcarn/C2 DBS-sRto,Octanoylcarnitine (C8)/Acetylcarnitine (C2) [Molar ratio] in Dried blood spot,Chem,3000
53177-2,Octanoylcarn/C10 DBS-sRto,Octanoylcarnitine (C8)/Decanoylcarnitine (C10) [Molar ratio] in Dried blood spot,Chem,3000
53202-8,Oleoylcarn DBS-sCnc,Oleoylcarnitine (C18:1) [Moles/volume] in Dried blood spot,Chem,3000
46744-9,OA DBS-Imp,Organic acidemias newborn screen interpretation,Chem,3000
59407-7,SaO2 % Bld Preductal PulseOx,Oxygen saturation in Blood Preductal by Pulse oximetry,Chem,3000
59418-4,SaO2 % Bld Postductal PulseOx,Oxygen saturation in Blood Postductal by Pulse oximetry,Chem,3000
73696-7,SaO2%.pre-post MFrDiff Bld.pre+post,Oxygen saturation.preductal-oxygen saturation.postductal [Mass fraction difference] in Bld.preductal and Bld.postductal,Chem,3000
53198-8,Palmitoleylcarn DBS-sCnc,Palmitoleylcarnitine (C16:1) [Moles/volume] in Dried blood spot,Chem,3000
53199-6,Palmitoylcarn DBS-sCnc,Palmitoylcarnitine (C16) [Moles/volume] in Dried blood spot,Chem,3000
29571-7,Phe DBS Ql,Phenylalanine [Presence] in Dried blood spot,Chem,3000
29573-3,Phe DBS-sCnc,Phenylalanine [Moles/volume] in Dried blood spot,Chem,3000
35572-7,Phe/Tyr DBS-sRto,Phenylalanine/Tyrosine [Molar ratio] in Dried blood spot,Chem,3000
53160-8,Propionylcarn DBS-sCnc,Propionylcarnitine (C3) [Moles/volume] in Dried blood spot,Chem,3000
53163-2,Propionylcarn/C2 DBS-sRto,Propionylcarnitine (C3)/Acetylcarnitine (C2) [Molar ratio] in Dried blood spot,Chem,3000
53162-4,Propionylcarn/C0 DBS-sRto,Propionylcarnitine (C3)/Carnitine.free (C0) [Molar ratio] in Dried blood spot,Chem,3000
53164-0,Propionylcarn/C16 DBS-sRto,Propionylcarnitine (C3)/Palmitoylcarnitine (C16) [Molar ratio] in Dried blood spot,Chem,3000
75211-3,C3+C16 DBS-sCnc,Propionylcarnitine (C3)+Palmitoylcarnitine (C16) [Moles/volume] in Dried blood spot,Chem,3000
49048-2,Protein feed time Patient,Protein feed time,Chem,3000
64118-3,2nd most predominant Hb DBS,Second most predominant hemoglobin in Dried blood spot,Chem,3000
46765-4,Sickle Cell Anemia DBS-Imp,Sickle cell anemia newborn screen interpretation,Chem,3000
53241-6,Stearoylcarn DBS-sCnc,Stearoylcarnitine (C18) [Moles/volume] in Dried blood spot,Chem,3000
53231-7,Succinylacetone DBS-sCnc,Succinylacetone [Moles/volume] in Dried blood spot,Chem,3000
62320-7,TREC # DBS PCR,T-cell receptor excision circle [#/volume] in Dried blood spot by Probe and target amplification method,Chem,3000
53190-5,Tdecadienoylcarn DBS-sCnc,Tetradecadienoylcarnitine (C14:2) [Moles/volume] in Dried blood spot,Chem,3000
53192-1,Tdecanoylcarn DBS-sCnc,Tetradecanoylcarnitine (C14) [Moles/volume] in Dried blood spot,Chem,3000
53191-3,Tdecenoylcarn DBS-sCnc,Tetradecenoylcarnitine (C14:1) [Moles/volume] in Dried blood spot,Chem,3000
53193-9,Tdecenoylcarn/C2 DBS-sRto,Tetradecenoylcarnitine (C14:1)/Acetylcarnitine (C2) [Molar ratio] in Dried blood spot,Chem,3000
53194-7,Tdecenoylcarn/C12:1 DBS-sRto,Tetradecenoylcarnitine (C14:1)/Dodecenoylcarnitine (C12:1) [Molar ratio] in Dried blood spot,Chem,3000
53195-4,Tdecenoylcarn/C16 DBS-sRto,Tetradecenoylcarnitine (C14:1)/Palmitoylcarnitine (C16) [Molar ratio] in Dried blood spot,Chem,3000
70159-9,Tdecenoylcarn/C14 DBS-sRto,Tetradecenoylcarnitine (C14:1)/Tetradecanoylcarnitine (C14) [Molar ratio] in Dried blood spot,Chem,3000
64119-1,3rd most predominant Hb DBS,Third most predominant hemoglobin in Dried blood spot,Chem,3000
47784-4,Threonine DBS-sCnc,Threonine [Moles/volume] in Dried blood spot,Chem,3000
29574-1,TSH DBS Ql,Thyrotropin [Presence] in Dried blood spot,Chem,3000
29575-8,TSH DBS-aCnc,Thyrotropin [Units/volume] in Dried blood spot,Chem,3000
31145-6,T4 DBS-mCnc,Thyroxine (T4) [Moles/volume] in Dried blood spot,Chem,3000
38506-2,T4 DBS Ql,Thyroxine (T4) [Presence] in Dried blood spot,Chem,3000
48633-2,Trypsinogen I Free DBS-mCnc,Trypsinogen I Free [Mass/volume] in Dried blood spot,Chem,3000
53159-0,Tryptophan DBS-sCnc,Tryptophan [Moles/volume] in Dried blood spot,Chem,3000
35571-9,Tyrosine DBS-sCnc,Tyrosine [Moles/volume] in Dried blood spot,Chem,3000
47799-2,Valine DBS-sCnc,Valine [Moles/volume] in Dried blood spot,Chem,3000
53151-7,Valine/Phe DBS-sRto,Valine/Phenylalanine [Molar ratio] in Dried blood spot,Chem,3000
18782-3,X-ray unspecified site study ,X-ray unspecified site study ,Rad,4000
28564-3,X-ray head study ,X-ray head study ,Rad,4000
28613-8,X-ray spine unspecified study ,X-ray spine unspecified study ,Rad,4000
24946-6,X-ray spine cervical study ,X-ray spine cervical study ,Rad,4000
24983-9,X-ray spine thoracic study ,X-ray spine thoracic study ,Rad,4000
24972-2,X-ray spine lumbar study ,X-ray spine lumbar study ,Rad,4000
24762-7,X-ray hip study ,X-ray hip study ,Rad,4000
28561-9,X-ray pelvis study ,X-ray pelvis study ,Rad,4000
24704-9,X-ray femur study ,X-ray femur study ,Rad,4000
28565-0,X-ray knee study ,X-ray knee study ,Rad,4000
25011-8,X-ray tibia and fibula study ,X-ray tibia and fibula study ,Rad,4000
24541-5,X-ray ankle study ,X-ray ankle study ,Rad,4000
24709-8,X-ray foot study ,X-ray foot study ,Rad,4000
24909-4,X-ray shoulder study ,X-ray shoulder study ,Rad,4000
28567-6,X-ray humerus study ,X-ray humerus study ,Rad,4000
24891-4,X-ray radius and ulna study ,X-ray radius and ulna study ,Rad,4000
24676-9,X-ray elbow study ,X-ray elbow study ,Rad,4000
24619-9,X-ray wrist study ,X-ray wrist study ,Rad,4000
28582-5,X-ray hand study ,X-ray hand study ,Rad,4000
25045-6,CT Unspecified body region ,CT Unspecified body region ,Rad,4000
24725-4,CT Head ,CT Head ,Rad,4000
28566-8,CT spine study ,CT spine study ,Rad,4000
24932-6,CT spine cervical study ,CT spine cervical study ,Rad,4000
24978-9,CT spine thoracic study ,CT spine thoracic study ,Rad,4000
24963-1,CT spine lumbar study ,CT spine lumbar study ,Rad,4000
24627-2,CT Chest ,CT Chest ,Rad,4000
41806-1,CT Abdomen ,CT Abdomen ,Rad,4000
24866-6,CT pelvis study ,CT pelvis study ,Rad,4000
24690-0,CT extremity study ,CT extremity study ,Rad,4000
25056-3,MR Unspecified body region ,MR Unspecified body region ,Rad,4000
18756-7,MRI spine study ,MRI spine study ,Rad,4000
24590-2,MR Brain ,MR Brain ,Rad,4000
24935-9,MRI spine cervical study ,MRI spine cervical study ,Rad,4000
24980-5,MRI spine thoracic study ,MRI spine thoracic study ,Rad,4000
24968-0,MRI spine lumbar study ,MRI spine lumbar study ,Rad,4000
24629-8,MRI chest study ,MRI chest study ,Rad,4000
24556-3,MRI abdomen study ,MRI abdomen study ,Rad,4000
24872-4,MRI pelvis and hips study ,MRI pelvis and hips study ,Rad,4000
24707-2,MRI foot study ,MRI foot study ,Rad,4000
24710-6,MRI forearm study ,MRI forearm study ,Rad,4000
28576-7,MRI joint study ,MRI joint study ,Rad,4000
24720-5,MRI hand study ,MRI hand study ,Rad,4000
24605-8,Mammogram diagnostic views study ,Mammogram diagnostic views study ,Rad,4000
24606-6,Mammogram screening views study ,Mammogram screening views study ,Rad,4000
24888-0,Nuclear medicine pulmonary VQ scan study ,Nuclear medicine pulmonary VQ scan study ,Rad,4000
30695-1,Nuclear medicine thyroid scan study ,Nuclear medicine thyroid scan study ,Rad,4000
44136-0,PT Unspecified body region ,PT Unspecified body region ,Rad,4000
25043-1,CT guidance for aspiration of unspecified site study ,CT guidance for aspiration of unspecified site study ,Rad,4000
25044-9,CT guidance for biopsy of unspecified site study ,CT guidance for biopsy of unspecified site study ,Rad,4000
25069-6,Fluoroscopic guidance for biopsy of unspecified site study ,Fluoroscopic guidance for biopsy of unspecified site study ,Rad,4000
25059-7,Ultrasound guidance for biopsy of unspecified site study ,Ultrasound guidance for biopsy of unspecified site study ,Rad,4000
25061-3,US Unspecified body region ,US Unspecified body region ,Rad,4000
24731-2,Ultrasound of head study ,Ultrasound of head study ,Rad,4000
24842-7,Ultrasound of neck study ,Ultrasound of neck study ,Rad,4000
